Sample	Type	Source	Nacid	xKit	Rep	Polymerase	Run	Primer	Station	Environment	Estuary	Tide	Date	Season	Year	microgAMBI	AMBI	AMBI.5y	MAMBI	MAMBI.5y	Redox	OM	Gravel	Sand	Mud	Cu	Pb	Ni	Cr	Zn	Mn	Fe	Hg	Cd	PON	TotalP	TOC	POC	TotalPCB	TotalPAH	TotalDDT	TotalHCH	PI	PI5yAvg	PI10yAvg	Redox5yAvg	Redox10yAvg	OM5yAvg	OM10yAvg	WaterO2	DO	pH	MaxDepthPM	PointDepthBM	Salinity	SalClass	Q1SiteSal	Q2SiteSal	Q3SiteSal	SolidosSusp	ChlA	Silicate	Nitrite	NH3	Turbidity	Nitrate	PO4	PlotName	IntRatio6y	PhytoStatus	Comp
EU05_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EU05	Estuarine	08 Urola	BM	2017-02-09	Wi	2017	4.0460726284	3.633	4.25	0.859	0.694	-58	7.54	10.82	33.67	55.5	53	62	44	80	248	452	30923	0.07	0.4	NA	NA	NA	NA	24	0	0	0	1.8348039148	1.6683816453	NA	67.4	15.2	4.34	5.14	100.1	NA	NA	3	0	14.1	1	0.18	0.25	3.76	NA	NA	NA	NA	NA	NA	NA	NA	EU05_S_Wi2017RNA	NA	NA	R
EU05_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU05	Estuarine	08 Urola	BM	2018-01-18	Wi	2018	3.1731168412	3.313	3.828	0.756	0.746	52	10.4	0	36.13	63.87	64	57	49	79	223	559	53575	0.13	0.39	NA	NA	NA	NA	25.3	0	0	0	1.909339871	1.8929709452	NA	35.2	10.8	5.78	5.77	107	NA	NA	2.5	0	0.1	1	0.18	0.25	3.76	NA	NA	NA	NA	NA	NA	NA	NA	EU05_S_Wi2018	NA	NA	D
EU05_S_Wi2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EU05	Estuarine	08 Urola	BM	2018-01-18	Wi	2018	3.8722934158	3.313	3.828	0.756	0.746	52	10.4	0	36.13	63.87	64	57	49	79	223	559	53575	0.13	0.39	NA	NA	NA	NA	25.3	0	0	0	1.909339871	1.8929709452	NA	35.2	10.8	5.78	5.77	107	NA	NA	2.5	0	0.1	1	0.18	0.25	3.76	NA	NA	NA	NA	NA	NA	NA	NA	EU05_S_Wi2018RNA	NA	NA	R
EU05_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EU05	Estuarine	08 Urola	BM	2019-02-20	Wi	2019	2.3088961483	NA	3.622	NA	0.785	60	5.74	0	31.02	68.98	28	37	23	44	148	197	22159	0.09	0.18	NA	NA	NA	NA	25.8	0	0	0	1.3467263045	1.5834054515	NA	22	23.63	5.716	5.562	97.4	NA	NA	4.5	0	11.9	1	0.18	0.25	3.76	NA	NA	NA	NA	NA	NA	NA	NA	EU05_S_Wi2019	NA	NA	1
EU08_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EU08	Estuarine	08 Urola	BM	2017-08-09	Su	2017	1.8535072037	NA	3.605	NA	0.935	NA	5.76	0.45	37.75	61.8	74	71	49	14	355	NA	27364	0.17	0.8	NA	NA	NA	NA	149.9	3509	0	0	2.367	2.12	NA	33.6	-12.3	4.8	6.09	90.2	NA	NA	3.5	0	32.3	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Su2017	NA	NA	1
EU08_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU08	Estuarine	08 Urola	BM	2018-08-20	Su	2018	1.7289396076	NA	3.546	NA	0.94	-27	4.4534412955	13.3	44.85	41.85	41	51	39	76	257	249	27364	0.11	0.5	NA	NA	NA	NA	32.2	792	1.5	1	1.687	2.074	NA	-0.6	-12.9	5.23	6.14	85	NA	NA	3.5	0	30.4	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Su2018	NA	NA	1
EU08_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201809	519..806D	EU08	Estuarine	08 Urola	BM	2013-02-27	Wi	2013	3.5135312133	3.473	4.037	0.955	0.823	235	4.45	1.32	45.33	53.35	43.5	87.2	54.5	67.4	230.8	377.8	37882	0.108	0.245	0.127	0.0341	NA	2.5	66.1	718	1.2	0	1.9713703544	2.1147967559	NA	-25.1	-48.3	7.06	7.23	92.7	NA	NA	4	0	18.7	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2013	NA	NA	D
EU08_S_Wi2013RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EU08	Estuarine	08 Urola	BM	2013-02-27	Wi	2013	4.0840692335	3.473	4.037	0.955	0.823	235	4.45	1.32	45.33	53.35	43.5	87.2	54.5	67.4	230.8	377.8	37882	0.108	0.245	0.127	0.0341	NA	2.5	66.1	718	1.2	0	1.9713703544	2.1147967559	NA	-25.1	-48.3	7.06	7.23	92.7	NA	NA	4	0	18.7	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2013	NA	NA	R
EU08_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EU08	Estuarine	08 Urola	BM	2015-02-19	Wi	2015	3.0055082624	3.224	3.902	0.899	0.85	-20	5.3	0.74	42.73	56.53	79.1	108.9	53.9	78.9	301.2	334	52528	0.328	0.646	NA	NA	NA	NA	316.3	0	1.5	0	2.4082167582	2.1409343852	NA	7.58	-19.08	7.058	6.519	79.5	NA	NA	4	0	27.7	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2015	NA	NA	1
EU08_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EU08	Estuarine	08 Urola	BM	2016-01-27	Wi	2016	2.4852358097	3.79	3.928	0.987	0.847	-114	2.9	7.42	50.29	42.3	44	59	37	78	247	293	33877	0.2	0.34	NA	NA	NA	NA	30.8	0	0	0	1.6842201409	2.0436858831	NA	-18.8	-22.1	6.62	6.09	94.3	NA	NA	3.5	0	32.7	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2016	NA	NA	1
EU08_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU08	Estuarine	08 Urola	BM	2017-02-09	Wi	2017	3.6902875046	3.705	3.605	0.95	0.935	-49	6.19	0.58	52.89	46.53	50	66	43	91	244	439	47409	0.11	0.4	NA	NA	NA	NA	286	0	0	0	2.1269155092	2.0707193296	NA	33.6	-12.3	4.8	6.09	92.3	NA	NA	3.5	0	30.6	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2017	NA	NA	D
EU08_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EU08	Estuarine	08 Urola	BM	2017-02-09	Wi	2017	3.981570195	3.705	3.605	0.95	0.935	-49	6.19	0.58	52.89	46.53	50	66	43	91	244	439	47409	0.11	0.4	NA	NA	NA	NA	286	0	0	0	2.1269155092	2.0707193296	NA	33.6	-12.3	4.8	6.09	92.3	NA	NA	3	0	30.6	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2017	NA	NA	R
EU08_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU08	Estuarine	08 Urola	BM	2018-01-18	Wi	2018	3.3928380545	3.18	3.546	0.965	0.94	64	6.6	0.3	44.27	55.43	58	69	43	79	270	367	52342	0.14	0.5	NA	NA	NA	NA	89.5	0	0	0	2.0787906881	2.1380449037	NA	-0.6	-12.9	5.23	6.14	90	NA	NA	3	0	16.2	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2018	NA	NA	D
EU08_S_Wi2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EU08	Estuarine	08 Urola	BM	2018-01-18	Wi	2018	4.2008428282	3.18	3.546	0.965	0.94	64	6.6	0.3	44.27	55.43	58	69	43	79	270	367	52342	0.14	0.5	NA	NA	NA	NA	89.5	0	0	0	2.0787906881	2.1380449037	NA	-0.6	-12.9	5.23	6.14	90	NA	NA	3	0	16.2	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2018RNA	NA	NA	R
EU08_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EU08	Estuarine	08 Urola	BM	2019-01-23	Wi	2019	2.3569496775	2.997	3.475	NA	0.949	35	6.83	2.32	52.71	44.97	57	91	44	125	249	535	39471	0.16	0.5	NA	NA	NA	NA	90.6	0	0	0	2.1871374883	2.077105116	NA	-16.8	-4.84	5.564	6.374	99.9	NA	NA	6	0	30.1	3.5	18.7	30.45	30.99	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Wi2019	NA	NA	1
EU10_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EU10	Estuarine	08 Urola	BM	2017-08-09	Su	2017	2.4763322417	NA	3.549	NA	0.583	NA	8.61	1.3	27.9	70.5	57	36	31	55	300	NA	22049	0.1	0.7	NA	NA	NA	NA	15.1	1751	0	0	1.909	1.84	NA	49.6	7	4.99	5.11	78.7	NA	NA	3.5	0	27.9	3.5	22.28	27.97	31.7	NA	NA	NA	NA	NA	NA	NA	NA	EU08_S_Su2017	NA	NA	1
EU10_S_Su2018A	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU10	Estuarine	08 Urola	BM	2018-08-20	Su	2018	2.8125972006	NA	3.536	NA	0.578	-71	7.0646766169	1.3	40.6	58.1	35	31	24	38	241	135	22049	0.09	0.37	NA	NA	NA	NA	14.2	739	1.5	1	1.239	1.767	NA	35.6	0.1	5.06	5.63	75.2	NA	NA	4	0	24.4	3.5	22.28	27.97	31.7	NA	NA	NA	NA	NA	NA	NA	NA	EU10_S_Su2018	NA	NA	1
EU10_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU10	Estuarine	08 Urola	BM	2013-02-27	Wi	2013	3.0145030381	3.343	4.24	0.634	0.514	130	5.61	1.42	34.46	64.12	30.6	55	33.4	44.4	179.5	274	28421	0.084	0.143	0.138	0.04805	NA	2.1	9	388	0	0	1.377546202	1.7297015241	NA	-35.4	-18.5	6.21	5.44	97.9	NA	NA	5	0	15.9	3.5	22.28	27.97	31.7	NA	NA	NA	NA	NA	NA	NA	NA	EU10_S_Wi2013	NA	NA	1
EU10_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EU10	Estuarine	08 Urola	BM	2015-02-19	Wi	2015	2.717284502	3.358	3.919	0.559	0.522	77	8.2	0	25.4	74.6	33.4	66.9	34.8	42.4	144.2	402	37123	0.072	0.311	NA	NA	NA	NA	22.8	0	0	0	1.5462070424	1.7443078614	NA	-7.28	-19.7	6.461	5.522	73.3	NA	NA	4	0	33.2	3.5	22.28	27.97	31.7	NA	NA	NA	NA	NA	NA	NA	NA	EU10_S_Wi2015	NA	NA	1
EU10_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EU10	Estuarine	08 Urola	BM	2016-01-27	Wi	2016	2.5948790449	3.842	3.889	0.64	0.537	-37	1	1.08	42.28	56.64	44	60	35	64	253	269	29606	0.18	0.34	NA	NA	NA	NA	27.7	0	0	0	1.480255211	1.674141473	NA	-20.4	-18.7	5.22	4.85	85.2	NA	NA	4.5	0	34	3.5	22.28	27.97	31.7	NA	NA	NA	NA	NA	NA	NA	NA	EU10_S_Wi2016	NA	NA	1
EU10_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU10	Estuarine	08 Urola	BM	2017-02-09	Wi	2017	2.8232639759	3.251	3.549	0.628	0.583	40	4.34	0.43	27.13	72.44	60	130	37	66	717	203	27448	0.6	0.9	NA	NA	NA	NA	48.5	0	1.2	0	2.3486958325	1.8261754744	NA	49.6	7	4.99	5.11	86.9	NA	NA	4	0	31.2	3.5	22.28	27.97	31.7	NA	NA	NA	NA	NA	NA	NA	NA	EU10_S_Wi2017	NA	NA	1
EU10_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU10	Estuarine	08 Urola	BM	2018-02-02	Wi	2018	2.4435067172	3.277	3.536	0.574	0.578	60	6	0	40.5	59.5	31	47	24	48	203	226	29843	0.11	0.2	NA	NA	NA	NA	27	0	0	0	1.4649825828	1.854607488	NA	35.6	0.1	5.06	5.63	83.2	NA	NA	3	0	15.4	3.5	22.28	27.97	31.7	NA	NA	NA	NA	NA	NA	NA	NA	EU10_S_Wi2018	NA	NA	1
EU10_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EU10	Estuarine	08 Urola	BM	2019-02-20	Wi	2019	2.7821424711	NA	3.432	NA	0.6	56	5.11	1.89	97.59	0.53	53	55	36	66	172	564	34810	0.06	0.16	NA	NA	NA	NA	14.2	0	0	0	1.4954966965	1.667127473	NA	39.2	6.82	4.93	5.341	100.7	NA	NA	4.5	0	28	3.5	22.28	27.97	31.7	NA	NA	NA	NA	NA	NA	NA	NA	EU10_S_Wi2019	NA	NA	1
EUR05_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EUR05	Estuarine	10 Urumea	BM	2013-02-25	Wi	2013	3.125	5.937	5.891	0.225	0.172	376	1.83	0.01	90.9	9.09	42.6	242.9	32.6	45	361.8	1043	36614	0.374	0.303	0.06	0.0186	NA	0.882	8.3	61	0	0	1.4954966965	1.667127473	NA	101.8	39	7.29	8.15	99.1	NA	NA	3	0	0.7	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2013	NA	NA	1
EUR05_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EUR05	Estuarine	10 Urumea	BM	2015-02-18	Wi	2015	3.0901179113	5.79	5.835	0.319	0.216	409	2.1	0.91	97.4	1.69	53.8	260.5	34.5	51.6	360.9	1098	50457	0.501	0.562	NA	NA	NA	NA	1.1	0	0	0	1.8052503348	2.0887680759	NA	192.02	124.37	4.204	7.332	104	NA	NA	4	0	0.1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2015	NA	NA	D
EUR05_S_Wi2015RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EUR05	Estuarine	10 Urumea	BM	2015-02-18	Wi	2015	3.4524908346	5.79	5.835	0.319	0.216	409	2.1	0.91	97.4	1.69	53.8	260.5	34.5	51.6	360.9	1098	50457	0.501	0.562	NA	NA	NA	NA	1.1	0	0	0	1.8052503348	2.0887680759	NA	192.02	124.37	4.204	7.332	104	NA	NA	4	0	0.1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2015RNA	NA	NA	R
EUR05_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EUR05	Estuarine	10 Urumea	BM	2016-01-25	Wi	2016	2.7059811937	5.676	5.786	0.175	0.222	146	12.3	2.33	61.01	36.65	61	198	40	77	436	654	35403	0.5	0.6	NA	NA	NA	NA	41.8	0	0	0	2.4166294548	2.0690019087	NA	208.7	137.3	5.01	6.82	98.4	NA	NA	2.5	0	0.1	1	0.07	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2016	NA	NA	D
EUR05_S_Wi2016RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EUR05	Estuarine	10 Urumea	BM	2016-01-25	Wi	2016	3.0138487293	5.676	5.786	0.175	0.222	146	12.3	2.33	61.01	36.65	61	198	40	77	436	654	35403	0.5	0.6	NA	NA	NA	NA	41.8	0	0	0	2.4166294548	2.0690019087	NA	208.7	137.3	5.01	6.82	98.4	NA	NA	2.5	0	0.1	1	0.07	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2016RNA	NA	NA	R
EUR05_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EUR05	Estuarine	10 Urumea	BM	2017-02-10	Wi	2017	2.9451667609	5.759	5.775	0.23	0.219	383	1.59	0.09	96.81	3.1	60	284	41	85	497	1355	62142	0.5	0.6	NA	NA	NA	NA	0	0	0	0	1.9456550585	1.9544307247	NA	322.4	175.2	3.77	6.09	96.9	NA	NA	2.5	0	0.3	1	0.07	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2017	NA	NA	D
EUR05_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EUR05	Estuarine	10 Urumea	BM	2017-02-10	Wi	2017	3.2356428697	5.759	5.775	0.23	0.219	383	1.59	0.09	96.81	3.1	60	284	41	85	497	1355	62142	0.5	0.6	NA	NA	NA	NA	0	0	0	0	1.9456550585	1.9544307247	NA	322.4	175.2	3.77	6.09	96.9	NA	NA	2.5	0	0.3	1	0.07	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2017	NA	NA	R
EUR05_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EUR05	Estuarine	10 Urumea	BM	2018-01-19	Wi	2018	2.9476811039	5.442	5.676	0.356	0.261	84	4	14.28	65.09	20.63	65	293	35	88	457	638	36648	0.9	0.6	NA	NA	NA	NA	27.2	0	0	0	2.3549113199	2.1130456003	NA	264	182.9	4.2	5.74	107.8	NA	NA	2.5	0	0.1	1	0.07	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2018	NA	NA	D
EUR05_S_Wi2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EUR05	Estuarine	10 Urumea	BM	2018-01-19	Wi	2018	2.9293310463	5.442	5.676	0.356	0.261	84	4	14.28	65.09	20.63	65	293	35	88	457	638	36648	0.9	0.6	NA	NA	NA	NA	27.2	0	0	0	2.3549113199	2.1130456003	NA	264	182.9	4.2	5.74	107.8	NA	NA	2.5	0	0.1	1	0.07	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2018RNA	NA	NA	R
EUR05_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EUR05	Estuarine	10 Urumea	BM	2019-01-21	Wi	2019	2.7060973688	NA	5.667	NA	0.269	42	11.51	0	58.71	41.29	53	167	30	71	402	449	34686	0.44	0.6	NA	NA	NA	NA	58.1	0	0	0	2.3217125693	2.1688317475	NA	212.8	155.5	6.3	5.814	114	NA	NA	3	0	9.5	1	0.07	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2019	NA	NA	D
EUR05_S_Wi2019RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EUR05	Estuarine	10 Urumea	BM	2019-01-21	Wi	2019	3.1761744966	NA	5.667	NA	0.269	42	11.51	0	58.71	41.29	53	167	30	71	402	449	34686	0.44	0.6	NA	NA	NA	NA	58.1	0	0	0	2.3217125693	2.1688317475	NA	212.8	155.5	6.3	5.814	114	NA	NA	3	0	9.5	1	0.07	0.26	0.26	NA	NA	NA	NA	NA	NA	NA	NA	EUR05_S_Wi2019RNA	NA	NA	R
EUR10_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EUR10	Estuarine	10 Urumea	BM	2013-02-25	Wi	2013	2.7114526525	3.207	3.436	0.698	0.743	325	5.93	48.01	51.84	0.14	48.7	115.2	36.3	71	206.4	1299	37608	3.4	0.392	NA	0.01085	NA	NA	0	15	0	0	2.0193379094	1.264522166	NA	295.1	258.3	2.7	2.22	99.7	NA	NA	3.5	0	19.6	2.5	10.03	18.85	19.82	NA	NA	NA	NA	NA	NA	NA	NA	EUR10_S_Wi2013	NA	NA	1
EUR10_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EUR10	Estuarine	10 Urumea	BM	2015-02-18	Wi	2015	1.5361885003	3.403	3.594	0.738	0.737	429	0.4	32.34	67.56	0.09	37.6	116.2	29.3	38.9	232.6	634	36239	0.224	0.322	NA	NA	NA	NA	0	0	0	0	1.1884500969	1.2722870473	NA	361.38	316.29	2.721	1.675	99.1	NA	NA	3	0	0.2	2.5	10.03	18.85	19.82	NA	NA	NA	NA	NA	NA	NA	NA	EUR10_S_Wi2015	NA	NA	1
EUR10_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EUR10	Estuarine	10 Urumea	BM	2016-01-25	Wi	2016	1.2860450042	2.88	3.139	1	0.809	343	0.4	37.73	62.21	0.06	57	77	29	63	236	230	27864	0.43	0.5	NA	NA	NA	NA	0	0	0	0	1.380520063	1.3588126919	NA	350	303.7	2.67	1.64	105.4	NA	NA	3	0	18.1	2.5	10.03	18.85	19.82	NA	NA	NA	NA	NA	NA	NA	NA	EUR10_S_Wi2016	NA	NA	1
EUR10_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EUR10	Estuarine	10 Urumea	BM	2017-02-10	Wi	2017	1.5292401538	3.067	3.122	0.771	0.797	373	0.72	23.09	76.81	0.1	21	87	76	48	214	624	27427	0.19	0.27	NA	NA	NA	NA	0	0	0	0	1.2457820757	1.368442038	NA	396.8	317.4	1.69	1.64	99.8	NA	NA	2.5	0	19.9	2.5	10.03	18.85	19.82	NA	NA	NA	NA	NA	NA	NA	NA	EUR10_S_Wi2017	NA	NA	1
EUR10_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EUR10	Estuarine	10 Urumea	BM	2018-01-19	Wi	2018	1.6413670661	3	3.08	0.534	0.767	345	0.6	3.81	96.11	0.08	110	301	25	59	235	500	35866	0.13	0.15	NA	NA	NA	NA	0	0	0	0	1.4807380453	1.3042506912	NA	400.8	347.9	0.63	1.66	106.2	NA	NA	3	0	7.3	2.5	10.03	18.85	19.82	NA	NA	NA	NA	NA	NA	NA	NA	EUR10_S_Wi2018	NA	NA	1
EUR10_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EUR10	Estuarine	10 Urumea	BM	2019-01-21	Wi	2019	1.202143598	NA	3.088	NA	0.763	357	0.62	5.06	94.88	0.06	33	86	20	51	205	1144	50754	0.13	0.19	NA	NA	NA	NA	0	0	0	0	1.0486539228	1.2688288407	NA	369.4	354.23	0.548	1.664	112	NA	NA	4	0	21.7	2.5	10.03	18.85	19.82	NA	NA	NA	NA	NA	NA	NA	NA	EUR10_S_Wi2019	NA	NA	1
I01	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I01	Offshore	None	BM	2013-01-01	Wi	2013	1.3401600753	1.5	NA	NA	NA	NA	15.3	1.56	95.86	2.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3	15.3	NA	NA	NA	136	136	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I01_S_Wi2013	NA	NA	1
I02	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I02	Offshore	None	BM	2013-01-01	Wi	2013	1.1174067807	1.875	NA	NA	NA	NA	13.3	0.04	85.26	14.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3	13.3	NA	NA	NA	462	462	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I02_S_Wi2013	NA	NA	1
I03	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I03	Offshore	None	BM	2013-01-01	Wi	2013	1.2569872728	1.342	NA	NA	NA	NA	5.3	1.1	97.18	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.3	5.3	NA	NA	NA	133	133	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I03_S_Wi2013	NA	NA	1
I04.1	S	S	DNA	DNA-RNA	A	HF	Eva	519..806	I04	Offshore	None	BM	2013-01-01	Wi	2013	0.7566619825	1.875	NA	NA	NA	NA	13	0.13	92.57	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	13	NA	NA	NA	423	423	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I04_S_Wi2013	NA	NA	1
I04.2	S	S	DNA	DNA-RNA	B	HF	Eva	519..806	I04	Offshore	None	BM	2013-01-01	Wi	2013	0.7298611935	1.875	NA	NA	NA	NA	13	0.13	92.57	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	13	NA	NA	NA	423	423	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I04_S_Wi2013	NA	NA	1
I05	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I05	Offshore	None	BM	2013-01-01	Wi	2013	1.065853309	1.327	NA	NA	NA	NA	4.1	1.75	91.67	6.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1	4.1	NA	NA	NA	113	113	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I05_S_Wi2013	NA	NA	1
I06	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I06	Offshore	None	BM	2013-01-01	Wi	2013	1.8699170071	2.143	NA	NA	NA	NA	3.8	0	39.53	60.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	3.8	NA	NA	NA	124	124	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I06_S_Wi2013	NA	NA	1
I07	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I07	Offshore	None	BM	2013-01-01	Wi	2013	1.5413750972	1.938	NA	NA	NA	NA	5.3	5.38	85.03	9.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.3	5.3	NA	NA	NA	98	98	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I07_S_Wi2013	NA	NA	1
I08	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I08	Offshore	None	BM	2013-01-01	Wi	2013	1.170930004	1.583	NA	NA	NA	NA	1.4	0	15.24	84.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	1.4	NA	NA	NA	128	128	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I08_S_Wi2013	NA	NA	1
I09	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I09	Offshore	None	BM	2013-01-01	Wi	2013	1.0983784944	1.421	NA	NA	NA	NA	3	0.15	92.9	6.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	147	147	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I09_S_Wi2013	NA	NA	1
I10	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I10	Offshore	None	BM	2013-01-01	Wi	2013	1.2685563093	1.909	NA	NA	NA	NA	2.6	4.8	86.46	8.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	2.6	NA	NA	NA	164	164	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I10_S_Wi2013	NA	NA	1
