"","AMBI","microgAMBI","PI","PI5yAvg","PI10yAvg","Redox","Redox5yAvg","Redox10yAvg","OM","OM5yAvg","OM10yAvg","taxonomy"
"SWARM_10263",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae"
"SWARM_10261",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom)"
"SWARM_15162",20.75,41.64,32.68,37.58,54.69,21.44,40.78,44,32.42,40.79,49.12,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_21415",15.07,0,0,0,11.74,18.02,14.34,16.69,0,47.58,14.34,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium"
"SWARM_29644",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae"
"SWARM_3211",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis"
"SWARM_3213",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;PAUC43f marine benthic group"
"SWARM_3212",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_3219",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;BD2-11 terrestrial group"
"SWARM_3218",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus"
"SWARM_1530",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_14545",27.34,29.5,29.81,37.83,36.98,38.78,28.89,28.98,16.32,26.99,30.64,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_358",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea"
"SWARM_359",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_350",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_355",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_357",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_13010",46.86,39.93,0,16.41,34.96,17.16,45.44,44.01,13.85,29.65,35.27,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae"
"SWARM_2876",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_2874",0,17.95,0,0,0,0,0,0,0,0,16.1,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;MidBa8"
"SWARM_2875",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_2872",18.86,24.22,0,0,0,0,0,0,0,0,18.55,"Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae (superphylum);Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira (Nitrospiraceae)"
"SWARM_2870",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_7183",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 10;KD4-96"
"SWARM_7182",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Acidobacteria group 9"
"SWARM_7185",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;endosymbionts"
"SWARM_7189",0,0,12.77,0,0,12.73,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Tenericutes;Mollicutes;NB1-n"
"SWARM_11882",0,16.21,0,15.04,18.6,0,25.67,14.55,0,18.88,15.69,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium"
"SWARM_3985",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter"
"SWARM_3986",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;BD2-11 terrestrial group"
"SWARM_3981",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Anaeromyxobacter"
"SWARM_9387",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Chlamydiae;LD1-PA32"
"SWARM_47484",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;Gemmatimonadetes (class);Gemmatimonadales;Gemmatimonadaceae"
"SWARM_18745",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);CPR;Ca. Saccharibacteria (TM7)"
"SWARM_15538",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;KI89A clade"
"SWARM_6139",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae"
"SWARM_6138",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae"
"SWARM_6134",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_6132",0,34.19,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;SS1-B-06-26"
"SWARM_6131",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_7663",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae"
"SWARM_29218",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;BD7-11"
"SWARM_5023",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Caldithrix phylum incertae sedis;Caldithrix class incertae sedis;Caldithrix order incertae sedis;Caldithrix family incertae sedis"
"SWARM_5026",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Elev-16S-1332"
"SWARM_5029",36.73,34.87,21.82,15.29,18.22,27.03,37.49,22.65,19.23,16.41,21.38,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Pla3 lineage"
"SWARM_2428",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter"
"SWARM_2422",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group"
"SWARM_599",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales"
"SWARM_596",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae"
"SWARM_597",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_594",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_595",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_592",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales"
"SWARM_593",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Ca. Nitrosopumilales"
"SWARM_590",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter"
"SWARM_591",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_10542",0,26.12,37.01,32.02,40.97,41.88,0,40.07,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 13"
"SWARM_10540",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;MD2902-B12"
"SWARM_6077",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella"
"SWARM_2554",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;SS1-B-06-26"
"SWARM_4365",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_4362",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"
"SWARM_10030",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae (superphylum);Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae"
"SWARM_55747",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes"
"SWARM_419",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_413",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae"
"SWARM_412",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium"
"SWARM_411",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_410",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae (superphylum);Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae"
"SWARM_416",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Motiliproteus"
"SWARM_415",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales"
"SWARM_414",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Arcicella"
"SWARM_8535",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Saprospiraceae"
"SWARM_8536",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella"
"SWARM_162",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maritimimonas"
"SWARM_161",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"
"SWARM_167",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae"
"SWARM_169",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_168",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae"
"SWARM_11224",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);DPANN;Ca. Woesearchaeota;Pacearchaeota"
"SWARM_11226",0,33.42,65.31,83.58,58.57,27.41,35.73,43.86,0,31.76,28.63,"Main genome;Bacteria;Bacteria (superkingdom);Atribacteria (superphylum);Ca. Atribacteria"
"SWARM_3658",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae"
"SWARM_992",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_993",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_990",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_991",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidetes VC2.1 Bac22"
"SWARM_997",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Spirochaetes (superphylum);Spirochaetes;Spirochaetia;PL-11B10"
"SWARM_995",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"
"SWARM_998",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34"
"SWARM_28682",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans"
"SWARM_3501",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;1013-28-CG33"
"SWARM_3506",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_15786",0,38.05,48.48,32.67,29.86,0,30.19,29.88,35.88,46.34,23.63,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae"
"SWARM_15785",15.79,16.67,0,9.59,15.56,17.38,29.17,35.26,9.23,38.93,14.58,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae"
"SWARM_14438",0,0,37.3,22,15.06,13.01,13.84,33.1,16.49,19.17,22.26,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Phycisphaerae;MSBL9"
"SWARM_24409",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes"
"SWARM_12494",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;[Cytophaga] xylanolytica group"
"SWARM_12495",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_2900",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_2901",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae"
"SWARM_2906",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Burkholderiales"
"SWARM_2907",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;KI89A clade"
"SWARM_2905",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium"
"SWARM_2909",26.86,24.59,0,0,0,0,0,0,13.14,19.51,18.75,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_818",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 10;Sva0725"
"SWARM_817",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group"
"SWARM_816",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_811",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group"
"SWARM_810",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_8144",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;OPB41"
"SWARM_8145",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muriicola;Muriicola jejuensis"
"SWARM_8147",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae"
"SWARM_15627",42.35,55.64,24.26,0,24.84,0,0,22.86,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Actinobacteria (class);Propionibacteriales;Propionibacteriaceae"
"SWARM_1949",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group"
"SWARM_1945",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_1942",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 23"
"SWARM_10377",31,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Rhodothermaeota;Rhodothermia;Rhodothermales"
"SWARM_1940",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Phycisphaerae;MSBL9"
"SWARM_6625",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_3971",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1"
"SWARM_3972",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium"
"SWARM_3010",23.29,22.22,23.25,42.36,78.92,0,20.51,30.77,34.91,49.66,66.19,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_5003",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"
"SWARM_5001",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_5022",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae"
"SWARM_5024",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Spirochaetes (superphylum);Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta"
"SWARM_5025",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_5027",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_5028",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 23"
"SWARM_2551",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula"
"SWARM_2553",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae"
"SWARM_2556",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_2559",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group"
